gerencia;loc;localidade;unidade;ose;processo;tipo;descricao;equipe;responsavel;data;prazo;qtd_equipamentos
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070887;TRANSMISSOR DE VAZÃO 14FT02 (GUARACÁ);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;11/09/2020;10/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070878;TRANSMISSOR DE VAZÃO 14FT01 (GUARACÁ);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;11/09/2020;10/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070913;TRANSMISSOR DE VAZÃO 01FT06 (MC006);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;14/09/2020;13/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070896;TRANSMISSOR DE VAZÃO 01FT07;ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;18/09/2020;17/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070904;TRANSMISSOR DE VAZÃO 01FT05 (MC005);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;18/09/2020;17/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070940;TRANSMISSOR DE VAZÃO 01FT01 (MC001);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;23/09/2020;22/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070959;TRANSMISSOR DE VAZÃO 01FT02 (MC002);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;23/09/2020;22/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070922;TRANSMISSOR DE VAZÃO 01FT04 (MC004);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;25/09/2020;24/10/2020;0
GRGA;IKJ1;GUARAPUAVA;ETA-01 ( SANTANA );IK070931;TRANSMISSOR DE VAZÃO 01FT03 (MC003);ÁGUA;PREVENTIVA EM CONJº DE MEDIÇÃO DE VAZÃO ELETROMAGNÉTICOS.;SDMAG;;25/09/2020;24/10/2020;0
GRPG;QDD1;PONTA GROSSA;EEB-01 (CAPTAÇÃO ALAGADOS);QD197300;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;01/09/2020;30/09/2020;6
GRPG;QDD2;PONTA GROSSA;EEB-02 (CAPTAÇÃO PITANGUI);QD197274;BOMBA;ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;01/09/2020;30/09/2020;4
GRPG;QDD1;PONTA GROSSA;EEB-01 (CAPTAÇÃO ALAGADOS);QD197319;EEB-01 (CAPTAÇÃO ALAGADOS);ÁGUA;INSPEÇÃO TERMOGRÁFICA EM UNIDADES OPERACIONAIS (AT/BT);SDMEA;;01/09/2020;30/09/2020;6
GRPG;QDD2;PONTA GROSSA;EEB-02 (CAPTAÇÃO PITANGUI);QD197337;EEB-02 (CAPTAÇÃO PITANGUI);ÁGUA;INSPEÇÃO TERMOGRÁFICA EM UNIDADES OPERACIONAIS (AT/BT);SDMEA;;01/09/2020;30/09/2020;4
GRPG;QDJ3;PONTA GROSSA;ETA-03 (ACTFLO);QD197283;LABIRINTO DE VEDAÇÃO (LADO ACIONAMENTO);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;02/09/2020;06/09/2020;0
GRPG;QDD2;PONTA GROSSA;EEB-02 (CAPTAÇÃO PITANGUI);QD197391;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEA;;08/09/2020;12/09/2020;4
GRPG;QDJ3;PONTA GROSSA;ETA-03 (ACTFLO);QD197355;LABIRINTO DE VEDAÇÃO (LADO ACIONAMENTO);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;09/09/2020;13/09/2020;0
GRPG;QDG3;PONTA GROSSA;EET-03 (ESCRITÓRIO - ATENDIMENTO);QD197373;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEA;;09/09/2020;20/09/2020;2
GRPG;QDG1;PONTA GROSSA;EET-01 (JD CARVALHO - ETA);QD197346;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEA;;09/09/2020;20/09/2020;4
GRPG;OQJ2;PALMEIRA;ETA-02 (REN);OQ021412;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEA;;10/09/2020;29/09/2020;0
GRPG;QDG5;PONTA GROSSA;EET-05 (LOS ANGELES);QD197463;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEA;;14/09/2020;25/09/2020;1
GRPG;OYG1;PAPAGAIOS NOVOS (PALMEIRA);EET-01 (BOOSTER DO RAP);OY004277;EET-01 (BOOSTER DO RAP);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEA;;14/09/2020;13/10/2020;2
GRPG;OYG2;PAPAGAIOS NOVOS (PALMEIRA);EET-02 (ESTRADA DO ELEVADO);OY004286;EET-02 (ESTRADA DO ELEVADO);ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEA;;14/09/2020;13/10/2020;1
GRPG;OYA1;PAPAGAIOS NOVOS (PALMEIRA);CSB-01;OY004295;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;14/09/2020;13/10/2020;1
GRPG;QDD2;PONTA GROSSA;EEB-02 (CAPTAÇÃO PITANGUI);QD197508;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEA;;15/09/2020;19/09/2020;4
GRPG;QDJ3;PONTA GROSSA;ETA-03 (ACTFLO);QD197418;LABIRINTO DE VEDAÇÃO (LADO ACIONAMENTO);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;16/09/2020;20/09/2020;0
GRPG;QDJ3;PONTA GROSSA;ETA-03 (ACTFLO);QD197427;ROLAMENTO DO MANCAL (MICRO AREIA);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;16/09/2020;05/10/2020;0
GRPG;QDG6;PONTA GROSSA;EET-06 (ESPLANADA);QD197436;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;18/09/2020;17/10/2020;2
GRPG;QDG9;PONTA GROSSA;EET-09 (MARIA OTILIA);QD197445;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;18/09/2020;17/10/2020;1
GRPG;QDGA;PONTA GROSSA;EET-10 (BOOSTER MOEMA);QD197454;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;18/09/2020;17/10/2020;1
GRPG;IHA4;GUARAGI (PONTA GROSSA);CSB-04;IH002864;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;21/09/2020;20/10/2020;1
GRPG;IHG1;GUARAGI (PONTA GROSSA);EET-01 (ESCRITÓRIO);IH002873;PAINEL;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;21/09/2020;20/10/2020;3
GRPG;QHG4;PORTO AMAZONAS;EET-04 (BOOSTER BR);QH007210;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;22/09/2020;21/10/2020;1
GRPG;QHG1;PORTO AMAZONAS;EET-01 (BOOSTER CRISTO REI);QH007193;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;22/09/2020;21/10/2020;1
GRPG;QHG2;PORTO AMAZONAS;EET-02 (BOOSTER CACAU);QH007201;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEA;;22/09/2020;21/10/2020;1
GRPG;QDD2;PONTA GROSSA;EEB-02 (CAPTAÇÃO PITANGUI);QD197616;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEA;;22/09/2020;26/09/2020;4
GRPG;QDD1;PONTA GROSSA;EEB-01 (CAPTAÇÃO ALAGADOS);QD197643;BOMBEAMENTO DE PROCESSO;ÁGUA;INSPEÇÃO E REVISÃO MECÂNICA EM EQUIPAMENTOS;SDMEA;;22/09/2020;29/09/2020;6
GRPG;QDJ3;PONTA GROSSA;ETA-03 (ACTFLO);QD197553;LABIRINTO DE VEDAÇÃO (LADO ACIONAMENTO);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;23/09/2020;27/09/2020;0
GRPG;QDJ1;PONTA GROSSA;ETA-01 (ALAGADOS);QD197562;MANCAL ROLAMENTOS(SOPRADOR);ÁGUA;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEA;;25/09/2020;24/10/2020;0
GRPG;QDX6;PONTA GROSSA;ETE-06 (CONGONHAS);QD197292;REDUTOR EPICICLOIDAL;ESGOTO;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEB;ALISON T. DE MELO;02/09/2020;01/10/2020;0
GRPG;QDXA;PONTA GROSSA;ETE-10 TAQUARI COMPACTA;QD197328;ETE-10 TAQUARI COMPACTA;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;;04/09/2020;23/09/2020;0
GRPG;JGU3;IPIRANGA;EEE-03 (LINHA TREM);JG012908;BOMBEAMENTO DE PROCESSO;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;ALISON T. DE MELO;05/09/2020;24/09/2020;1
GRPG;JGU4;IPIRANGA;EEE-04 FINAL (ETE-01);JG012917;BOMBEAMENTO DE PROCESSO;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;ALISON T. DE MELO;06/09/2020;25/09/2020;2
GRPG;OQX1;PALMEIRA;ETE-01;OQ021421;ROLAMENTO DA ROSCA / MANCAL-01-02;ESGOTO;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMEB;;07/09/2020;06/10/2020;0
GRPG;QDX6;PONTA GROSSA;ETE-06 (CONGONHAS);QD197409;ROLAMENTO DA ROSCA / MANCAL-01-02;ESGOTO;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEB;ALISON T. DE MELO;07/09/2020;18/09/2020;0
GRPG;OQX1;PALMEIRA;ETE-01;OQ021430;ROLAMENTO DA ROSCA / MANCAL-01-02;ESGOTO;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMEB;;07/09/2020;18/09/2020;0
GRPG;QDUG;PONTA GROSSA;EEE-16 SANTA BÁRBARA;QD197364;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;07/09/2020;06/10/2020;1
GRPG;QHU2;PORTO AMAZONAS;EEE-02 FIBRA;QH007175;EEE-02 FIBRA;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;;11/09/2020;22/09/2020;1
GRPG;QDUA;PONTA GROSSA;EEE-10 BOREAL-EDWIRGES;QD197382;EEE-10 BOREAL-EDWIRGES;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;ALISON T. DE MELO;11/09/2020;30/09/2020;1
GRPG;QDUL;PONTA GROSSA;EEE-21 TAQUARI;QD197544;EEE-21 TAQUARI;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;13/09/2020;12/10/2020;0
GRPG;QHU3;PORTO AMAZONAS;EEE-03 (CONCEIÇÃO);QH007184;EEE-03 (CONCEIÇÃO);ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;14/09/2020;13/10/2020;1
GRPG;QDX1;PONTA GROSSA;ETE-01 (RONDA);QD197526;COMPRESSOR;ESGOTO;SUBSTITUIR LUBRIFICANTE DE COMPRESSORES, SOPRADORES E LAVADORAS DE ALTA PRESSÃO;SDMEB;;14/09/2020;25/09/2020;0
GRPG;QDX2;PONTA GROSSA;ETE-02 (VERDE);QD197535;UTILIDADES AR COMPRIMIDO;ESGOTO;SUBSTITUIR LUBRIFICANTE DE COMPRESSORES, SOPRADORES E LAVADORAS DE ALTA PRESSÃO;SDMEB;;14/09/2020;25/09/2020;0
GRPG;QDX6;PONTA GROSSA;ETE-06 (CONGONHAS);QD197481;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;ALISON T. DE MELO;17/09/2020;16/10/2020;0
GRPG;QDX8;PONTA GROSSA;ETE-08 ST. BARBARA (AEROPORTO);QD197490;PAINÉIS;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;17/09/2020;16/10/2020;1
GRPG;OQU1;PALMEIRA;EEE-01;OQ021458;BOMBEAMENTO DE PROCESSO;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;;17/09/2020;28/09/2020;1
GRPG;QDU4;PONTA GROSSA;EEE-04 (PARQUE DOS FRANCESES);QD197472;EEE-04 (PARQUE DOS FRANCESES);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;ALISON T. DE MELO;19/09/2020;18/10/2020;1
GRPG;QDX1;PONTA GROSSA;ETE-01 (RONDA);QD197652;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;21/09/2020;20/10/2020;0
GRPG;QDX4;PONTA GROSSA;ETE-04 (TIBAGI);QD197607;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;ALISON T. DE MELO;21/09/2020;20/10/2020;0
GRPG;QDU9;PONTA GROSSA;EEE-09 GRALHA AZUL;QD197580;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;ALISON T. DE MELO;22/09/2020;21/10/2020;2
GRPG;QDU1;PONTA GROSSA;EEE-01 (RONDA);QD197571;EEE-01 (RONDA);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;;23/09/2020;04/10/2020;2
GRPG;QHU1;PORTO AMAZONAS;EEE-01;QH007229;EEE-01;ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMEB;;23/09/2020;12/10/2020;1
GRPG;QDX2;PONTA GROSSA;ETE-02 (VERDE);QD197599;PAINEL;ESGOTO;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMEB;;24/09/2020;23/10/2020;0
GRPG;QDUJ;PONTA GROSSA;EEE-19 ALPHAVILLE (INTERMEDIÁRIO FINAL);QD197625;MOTOR;ESGOTO;LUBRIFICAÇÃO DE MOTORES ELÉTRICOS;SDMEB;ALISON T. DE MELO;25/09/2020;24/10/2020;1
GRPG;QDUI;PONTA GROSSA;EEE-18 ALPHAVILLE (ENTRADA);QD197634;MOTOR;ESGOTO;LUBRIFICAÇÃO DE MOTORES ELÉTRICOS;SDMEB;ALISON T. DE MELO;25/09/2020;24/10/2020;1
GRUV;LXX2;MALLET;ETE-02 COMPACTO;LX007517;REDUTOR EPICICLOIDAL;ESGOTO;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMED;;02/09/2020;01/10/2020;0
GRUV;LXX2;MALLET;ETE-02 COMPACTO;LX007535;ROLAMENTO DA ROSCA / MANCAL-01-02 DECANTER;ESGOTO;LUBRIFICAR EQUIPAMENTOS EM UNIDADES OPERACIONAIS;SDMED;;07/09/2020;18/09/2020;0
GRUV;LXJ1;MALLET;ETA-01 EEB;LX007526;CMB 01 (DOSADORA);ÁGUA;SUBSTITUIR ÓLEO DE EQUIPAMENTOS;SDMED;;11/09/2020;10/10/2020;0
GRUV;AVG1;ANTÔNIO OLINTO;EET-01 (VILA RURAL);AV003232;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMED;;12/09/2020;11/10/2020;1
GRUV;AVA1;ANTÔNIO OLINTO;CSB-01;AV003241;CSB-01;ÁGUA;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMED;;12/09/2020;11/10/2020;1
GRUV;UTU1;SÃO MATEUS DO SUL;EEE-A (TAMAREIRAS);UT035543;CMB 01 (SUBMERSÍVEL);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMED;;15/09/2020;22/09/2020;1
GRUV;UTU2;SÃO MATEUS DO SUL;EEE-B (PRAÇA IGUAÇU);UT035552;CMB 01(SUBMERSÍVEL);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMED;;15/09/2020;22/09/2020;1
GRUV;UTU3;SÃO MATEUS DO SUL;EEE-C (USINA VELHA);UT035561;EEE-C (USINA VELHA);ESGOTO;INSPEÇÃO E REVISÃO ELETROMECÂNICA EM UNIDADES OPERACIONAIS;SDMED;;15/09/2020;22/09/2020;1
GRUV;UEA2;SÃO JOÃO DO TRIUNFO;CSB-02;UE012142;PAINÉIS;ÁGUA;MANUTENÇÃO PREVENTIVA EM PAINÉIS ELÉTRICOS.;SDMED;;19/09/2020;18/10/2020;1
